path,url,language,currentStatus,sourceOfUrl,sourceEvidence,inSitemap,inRouteInventory,inAppRoutes,inSeoRegistry,inBlogArticles,exactBlogSlugIfAny,exactProductPageIfAny,relatedExistingBlogPages,relatedExistingProductPages,wasExistingBeforeSeoRegistry,wasCreatedBySeoRegistryWork,isManualInferredCandidate,primaryIntent,intentAlreadyOwnedBy,duplicateRisk,allowedAction,blockedReason,approvedByHuman,notes
/ru/blog/huki-dlya-karuseli-instagram,https://gotoflow.io/ru/blog/huki-dlya-karuseli-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/huki-dlya-karuseli-instagram.md,yes,yes,no,no,yes,huki-dlya-karuseli-instagram,,,,yes,no,no,informational,src/content/blog/articles/huki-dlya-karuseli-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=хуки для карусели инстаграм; cluster=Instagram carousel ideas; relatedProductRoute=/ru/ai-generator-karuselej
/ru/blog/idei-dlya-karuseli-instagram,https://gotoflow.io/ru/blog/idei-dlya-karuseli-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/idei-dlya-karuseli-instagram.md,yes,yes,no,no,yes,idei-dlya-karuseli-instagram,,,,yes,no,no,поиск идей и готовых форматов для постов-каруселей,src/content/blog/articles/idei-dlya-karuseli-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=идеи для карусели инстаграм; cluster=Instagram carousel ideas; relatedProductRoute=
/ru/blog/idei-karuselej-linkedin,https://gotoflow.io/ru/blog/idei-karuselej-linkedin,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/App.jsx exact route ; src/content/blog/articles/idei-karuselej-linkedin.md ; docs/seo-production-next-step-plan-2026-07-08.md|docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,yes,no,yes,idei-karuselej-linkedin,,,,yes,no,no,Blog/informational,src/content/blog/articles/idei-karuselej-linkedin.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=идеи каруселей linkedin; cluster=; relatedProductRoute=/ru/generator-karuselej-linkedin
/ru/blog/ii-dlya-karuseley,https://gotoflow.io/ru/blog/ii-dlya-karuseley,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/ii-dlya-karuseley.md ; docs/seo-production-next-step-plan-2026-07-08.md|docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,ii-dlya-karuseley,,,,yes,no,no,investigational,src/content/blog/articles/ii-dlya-karuseley.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=ии для каруселей; cluster=ai_carousel; relatedProductRoute=/ru/ai-generator-karuselej | ownerRole=; relatedProductRoute=; forbiddenNearDuplicates=
/ru/blog/ii-post-dlya-socsetej,https://gotoflow.io/ru/blog/ii-post-dlya-socsetej,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/ii-post-dlya-socsetej.md ; docs/seo-production-next-step-plan-2026-07-08.md|docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md|docs/seo-vk-telegram-noindex-review-pages-2026-07-08.md,yes,yes,no,no,yes,ii-post-dlya-socsetej,,,,yes,no,no,informational/investigational,src/content/blog/articles/ii-post-dlya-socsetej.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=ии пост для соцсетей; cluster=; relatedProductRoute=/ru/generator-postov-instagram | ownerRole=supporting; relatedProductRoute=/ru/generator-postov-instagram; forbiddenNearDuplicates=
/ru/blog/ii-tekst-dlya-posta,https://gotoflow.io/ru/blog/ii-tekst-dlya-posta,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/ii-tekst-dlya-posta.md,yes,yes,no,no,yes,ii-tekst-dlya-posta,,,,yes,no,no,"пользователь ищет конкретные инструкции, структуру и промпты, чтобы написать качественный пост с помощью ИИ прямо сейчас",src/content/blog/articles/ii-tekst-dlya-posta.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=ии текст для поста; cluster=social_content; relatedProductRoute=/ru/generator-kontenta | ownerRole=supporting; relatedProductRoute=/ru/generator-kontenta; forbiddenNearDuplicates=
/ru/blog/kak-ispolzovat-midjourney-dlya-postov,https://gotoflow.io/ru/blog/kak-ispolzovat-midjourney-dlya-postov,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-ispolzovat-midjourney-dlya-postov.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,kak-ispolzovat-midjourney-dlya-postov,,,,yes,no,no,Social post generation / content support,src/content/blog/articles/kak-ispolzovat-midjourney-dlya-postov.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=midjourney для постов; cluster=; relatedProductRoute=/ru/ai-generator-karuselej | ownerRole=supporting; relatedProductRoute=/ru/ai-generator-karuselej; forbiddenNearDuplicates=kak-sdelat-karusel-v-midjourney
/ru/blog/kak-napisat-ekspertnyj-post,https://gotoflow.io/ru/blog/kak-napisat-ekspertnyj-post,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-napisat-ekspertnyj-post.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,kak-napisat-ekspertnyj-post,,,,yes,no,no,Social post generation / content support,src/content/blog/articles/kak-napisat-ekspertnyj-post.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как написать экспертный пост; cluster=; relatedProductRoute=
/ru/blog/kak-napisat-post-v-vk-s-pomoshyu-ii,https://gotoflow.io/ru/blog/kak-napisat-post-v-vk-s-pomoshyu-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-napisat-post-v-vk-s-pomoshyu-ii.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md|docs/seo-vk-telegram-noindex-review-pages-2026-07-08.md,yes,yes,no,no,yes,kak-napisat-post-v-vk-s-pomoshyu-ii,,,,yes,no,no,VK post/content generation / support,src/content/blog/articles/kak-napisat-post-v-vk-s-pomoshyu-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как написать пост в вк; cluster=; relatedProductRoute=
/ru/blog/kak-napisat-tekst-dlya-karuseli-s-ii,https://gotoflow.io/ru/blog/kak-napisat-tekst-dlya-karuseli-s-ii,ru,existing_route_not_in_sitemap,existing_route_inventory,seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-napisat-tekst-dlya-karuseli-s-ii.md ; docs/seo-sitemap-audit-2026-07-08.md,no,yes,no,no,yes,kak-napisat-tekst-dlya-karuseli-s-ii,,,,no,no,no,"пользователь хочет понять, как писать текст для карусели по слайдам и как ускорить этот процесс с помощью ИИ",src/content/blog/articles/kak-napisat-tekst-dlya-karuseli-s-ii.md,medium,keep_existing,,false,Present in route inventory but absent from sitemap; route-only status needs owner check. | primaryKeyword=как написать текст для карусели с ИИ; cluster=AI Carousel Copywriting; relatedProductRoute=/ru/ai-generator-karuselej
/ru/blog/kak-narezat-foto-dlya-karuseli,https://gotoflow.io/ru/blog/kak-narezat-foto-dlya-karuseli,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-narezat-foto-dlya-karuseli.md,yes,yes,no,no,yes,kak-narezat-foto-dlya-karuseli,,,,yes,no,no,informational/technical,src/content/blog/articles/kak-narezat-foto-dlya-karuseli.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как нарезать фото для карусели; cluster=ru:instagram-carousel; relatedProductRoute=/ru/ai-generator-karuselej | ownerRole=technical_guide; relatedProductRoute=/ru/ai-generator-karuselej; forbiddenNearDuplicates=
/ru/blog/kak-oformit-keys-v-instagram,https://gotoflow.io/ru/blog/kak-oformit-keys-v-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-oformit-keys-v-instagram.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,kak-oformit-keys-v-instagram,,,,yes,no,no,Blog/informational,src/content/blog/articles/kak-oformit-keys-v-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как оформить кейс в инстаграм; cluster=; relatedProductRoute=
/ru/blog/kak-peredelat-statyu-v-karusel-linkedin,https://gotoflow.io/ru/blog/kak-peredelat-statyu-v-karusel-linkedin,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-peredelat-statyu-v-karusel-linkedin.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,kak-peredelat-statyu-v-karusel-linkedin,,,,yes,no,no,"репрайз контента, адаптация текста блога под формат каруселей",src/content/blog/articles/kak-peredelat-statyu-v-karusel-linkedin.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как переделать статью в карусель; cluster=Content repurposing; relatedProductRoute=
/ru/blog/kak-peredelat-youtube-v-karusel-linkedin,https://gotoflow.io/ru/blog/kak-peredelat-youtube-v-karusel-linkedin,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-peredelat-youtube-v-karusel-linkedin.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,kak-peredelat-youtube-v-karusel-linkedin,,,,yes,no,no,transactional/informational,src/content/blog/articles/kak-peredelat-youtube-v-karusel-linkedin.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=youtube видео в карусель linkedin; cluster=Content repurposing; relatedProductRoute=/ru/generator-karuselej-linkedin
/ru/blog/kak-pisat-prodayushchie-posty-s-ii,https://gotoflow.io/ru/blog/kak-pisat-prodayushchie-posty-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-pisat-prodayushchie-posty-s-ii.md,yes,yes,no,no,yes,kak-pisat-prodayushchie-posty-s-ii,,,,yes,no,no,Social post generation / content support,src/content/blog/articles/kak-pisat-prodayushchie-posty-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=продающие посты нейросеть; cluster=; relatedProductRoute=/ru/generator-kontenta
/ru/blog/kak-povisit-ohvaty-v-instagram-s-pomoshyu-karuseley,https://gotoflow.io/ru/blog/kak-povisit-ohvaty-v-instagram-s-pomoshyu-karuseley,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-povisit-ohvaty-v-instagram-s-pomoshyu-karuseley.md,yes,yes,no,no,yes,kak-povisit-ohvaty-v-instagram-s-pomoshyu-karuseley,,,,yes,no,no,Carousel generation / education,src/content/blog/articles/kak-povisit-ohvaty-v-instagram-s-pomoshyu-karuseley.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как повысить охваты в инстаграм; cluster=; relatedProductRoute=
/ru/blog/kak-pridumat-temu-dlya-karuseli-s-ii,https://gotoflow.io/ru/blog/kak-pridumat-temu-dlya-karuseli-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-pridumat-temu-dlya-karuseli-s-ii.md,yes,yes,no,no,yes,kak-pridumat-temu-dlya-karuseli-s-ii,,,,yes,no,no,"пользователь ищет идеи для каруселей и хочет узнать, как использовать ИИ для генерации тем",src/content/blog/articles/kak-pridumat-temu-dlya-karuseli-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как придумать тему для карусели с ИИ; cluster=AI Carousel Ideas; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=supporting; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=
/ru/blog/kak-sdelat-karusel-dlya-instagram-s-ii,https://gotoflow.io/ru/blog/kak-sdelat-karusel-dlya-instagram-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-sdelat-karusel-dlya-instagram-s-ii.md ; docs/seo-batch-manager.md|docs/seo-ru-batch-01-briefs.md|docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,kak-sdelat-karusel-dlya-instagram-s-ii,,,,yes,no,no,Informational / Practical how-to,src/content/blog/articles/kak-sdelat-karusel-dlya-instagram-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как сделать карусель для инстаграм; cluster=guides; relatedProductRoute=
/ru/blog/kak-sdelat-karusel-iz-video-s-ii,https://gotoflow.io/ru/blog/kak-sdelat-karusel-iz-video-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-sdelat-karusel-iz-video-s-ii.md,yes,yes,no,no,yes,kak-sdelat-karusel-iz-video-s-ii,,,,yes,no,no,"пользователь хочет конвертировать видео-контент (Reels, TikTok, вебинар) в текстово-визуальный формат каруселей для повторного использования",src/content/blog/articles/kak-sdelat-karusel-iz-video-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как сделать карусель из видео с ИИ; cluster=AI Content Repurposing; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=supporting; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=
/ru/blog/kak-sdelat-karusel-linkedin-s-ai,https://gotoflow.io/ru/blog/kak-sdelat-karusel-linkedin-s-ai,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/App.jsx exact route ; src/content/blog/articles/kak-sdelat-karusel-linkedin-s-ai.md ; docs/seo-production-next-step-plan-2026-07-08.md|docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,yes,no,yes,kak-sdelat-karusel-linkedin-s-ai,,,,yes,no,no,Blog/informational,src/content/blog/articles/kak-sdelat-karusel-linkedin-s-ai.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как сделать карусель в linkedin; cluster=LinkedIn carousel workflow; relatedProductRoute=/ru/generator-karuselej-linkedin
/ru/blog/kak-sdelat-post-v-instagram-s-ii,https://gotoflow.io/ru/blog/kak-sdelat-post-v-instagram-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-sdelat-post-v-instagram-s-ii.md ; docs/seo-production-next-step-plan-2026-07-08.md|docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,kak-sdelat-post-v-instagram-s-ii,,,,yes,no,no,"пользователь хочет собрать весь пост Instagram с помощью ИИ, а не только отдельную карусель",src/content/blog/articles/kak-sdelat-post-v-instagram-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как сделать пост в инстаграм; cluster=instagram_content; relatedProductRoute=/ru/generator-kontenta | ownerRole=supporting; relatedProductRoute=/ru/generator-kontenta; forbiddenNearDuplicates=
/ru/blog/kak-sdelat-shablon-dlya-postov-v-canva,https://gotoflow.io/ru/blog/kak-sdelat-shablon-dlya-postov-v-canva,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-sdelat-shablon-dlya-postov-v-canva.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,kak-sdelat-shablon-dlya-postov-v-canva,,,,yes,no,no,Social post generation / content support,src/content/blog/articles/kak-sdelat-shablon-dlya-postov-v-canva.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=шаблон для постов; cluster=; relatedProductRoute=/ru/generator-postov-instagram
/ru/blog/kak-sostavit-kontent-plan-s-pomoshyu-chatgpt,https://gotoflow.io/ru/blog/kak-sostavit-kontent-plan-s-pomoshyu-chatgpt,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-sostavit-kontent-plan-s-pomoshyu-chatgpt.md ; docs/seo-production-next-step-plan-2026-07-08.md,yes,yes,no,no,yes,kak-sostavit-kontent-plan-s-pomoshyu-chatgpt,,,,yes,no,no,Social content generation,src/content/blog/articles/kak-sostavit-kontent-plan-s-pomoshyu-chatgpt.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=контент план chatgpt; cluster=; relatedProductRoute=/ru/generator-postov-instagram | ownerRole=supporting; relatedProductRoute=/ru/generator-postov-instagram; forbiddenNearDuplicates=matrica-kontenta-s-ii
/ru/blog/kak-sozdat-karusel-s-chatgpt,https://gotoflow.io/ru/blog/kak-sozdat-karusel-s-chatgpt,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-sozdat-karusel-s-chatgpt.md ; docs/seo-production-next-step-plan-2026-07-08.md,yes,yes,no,no,yes,kak-sozdat-karusel-s-chatgpt,,,,yes,no,no,informational/how-to,src/content/blog/articles/kak-sozdat-karusel-s-chatgpt.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как создать карусель с chatgpt; cluster=ru:ii-carousel-generator; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=how_to; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=
/ru/blog/kak-uvelichit-sohraneniya-karuseley,https://gotoflow.io/ru/blog/kak-uvelichit-sohraneniya-karuseley,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-uvelichit-sohraneniya-karuseley.md,yes,yes,no,no,yes,kak-uvelichit-sohraneniya-karuseley,,,,yes,no,no,"пользователь хочет понять алгоритмы сохранений и как структурировать карусели, чтобы их чаще сохраняли",src/content/blog/articles/kak-uvelichit-sohraneniya-karuseley.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как увеличить сохранения каруселей; cluster=AI Carousel Engagement; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=supporting; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=
/ru/blog/kak-vesti-linkedin-v-2026,https://gotoflow.io/ru/blog/kak-vesti-linkedin-v-2026,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-vesti-linkedin-v-2026.md,yes,yes,no,no,yes,kak-vesti-linkedin-v-2026,,,,yes,no,no,Blog/informational,src/content/blog/articles/kak-vesti-linkedin-v-2026.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как вести linkedin; cluster=; relatedProductRoute=
/ru/blog/kak-vesti-telegram-kanal-biznesu,https://gotoflow.io/ru/blog/kak-vesti-telegram-kanal-biznesu,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-vesti-telegram-kanal-biznesu.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md|docs/seo-vk-telegram-noindex-review-pages-2026-07-08.md,yes,yes,no,no,yes,kak-vesti-telegram-kanal-biznesu,,,,yes,no,no,Telegram post/content generation / support,src/content/blog/articles/kak-vesti-telegram-kanal-biznesu.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как вести телеграм канал; cluster=; relatedProductRoute=/ru/generator-kontenta
/ru/blog/kak-vylozhit-karusel-v-instagram,https://gotoflow.io/ru/blog/kak-vylozhit-karusel-v-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-vylozhit-karusel-v-instagram.md ; docs/seo-demand-00c-repo-validation-2026-07-06-report.md,yes,yes,no,no,yes,kak-vylozhit-karusel-v-instagram,,,,yes,no,no,Carousel generation / education,src/content/blog/articles/kak-vylozhit-karusel-v-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как выложить карусель в инстаграм; cluster=; relatedProductRoute=
/ru/blog/kak-zarabatyvat-na-sozdanii-karuseley,https://gotoflow.io/ru/blog/kak-zarabatyvat-na-sozdanii-karuseley,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kak-zarabatyvat-na-sozdanii-karuseley.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,kak-zarabatyvat-na-sozdanii-karuseley,,,,yes,no,no,Carousel generation / education,src/content/blog/articles/kak-zarabatyvat-na-sozdanii-karuseley.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как зарабатывать на каруселях; cluster=; relatedProductRoute=/ru/ii-generator-karuseley
/ru/blog/kakie-posty-delat-v-instagram-idei,https://gotoflow.io/ru/blog/kakie-posty-delat-v-instagram-idei,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kakie-posty-delat-v-instagram-idei.md ; docs/seo-production-next-step-plan-2026-07-08.md,yes,yes,no,no,yes,kakie-posty-delat-v-instagram-idei,,,,yes,no,no,пользователь ищет разные идеи и форматы постов Instagram,src/content/blog/articles/kakie-posty-delat-v-instagram-idei.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=какие посты в инстаграм; cluster=instagram_content; relatedProductRoute=/ru/generator-kontenta | ownerRole=supporting; relatedProductRoute=/ru/generator-kontenta; forbiddenNearDuplicates=
/ru/blog/kakoy-ii-sozdast-post-karusel,https://gotoflow.io/ru/blog/kakoy-ii-sozdast-post-karusel,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/kakoy-ii-sozdast-post-karusel.md ; docs/seo-production-next-step-plan-2026-07-08.md|docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,kakoy-ii-sozdast-post-karusel,,,,yes,no,no,Social post generation / content support,src/content/blog/articles/kakoy-ii-sozdast-post-karusel.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=какой ии создаст пост карусель; cluster=; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=supporting; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=gde-delat-posty-karuseli-s-ii
/ru/blog/karusel-dlya-instagram,https://gotoflow.io/ru/blog/karusel-dlya-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/karusel-dlya-instagram.md ; docs/seo-p0-batch-implementation-2026-07-08.md|docs/seo-page-registry-implementation-2026-07-08.md|docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,karusel-dlya-instagram,,,,yes,no,no,informational,src/content/blog/articles/karusel-dlya-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=карусель для инстаграм; cluster=instagram_carousel; relatedProductRoute=/ru/ai-generator-karuselej | ownerRole=; relatedProductRoute=; forbiddenNearDuplicates=
/ru/blog/karusel-dlya-lichnogo-brenda-s-ii,https://gotoflow.io/ru/blog/karusel-dlya-lichnogo-brenda-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/karusel-dlya-lichnogo-brenda-s-ii.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,karusel-dlya-lichnogo-brenda-s-ii,,,,yes,no,no,"пользователь хочет понять, как продвигать личный бренд через формат каруселей и как ИИ может ускорить создание экспертного контента",src/content/blog/articles/karusel-dlya-lichnogo-brenda-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=карусель для личного бренда; cluster=AI Carousel Strategy; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=supporting; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=
